location,size,total_sqft,bath,price,bhk
Dasarahalli,2 BHK,1220.0,2.0,52.0,2
6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2
Ankappa Layout,3 BHK,1670.0,3.0,75.0,3
Hennur Road,3 BHK,2264.0,3.0,168.0,3
Begur,2 BHK,1100.0,2.0,55.0,2
Koramangala,2 BHK,1320.0,2.0,160.0,2
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2
BTM Layout,3 BHK,1300.0,2.0,75.0,3
JP Nagar,3 BHK,1600.0,3.0,83.0,3
Magadi Road,3 BHK,1052.0,2.0,60.0,3
 Devarachikkanahalli,2 BHK,1130.0,2.0,36.0,2
BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3
Electronic City,3 BHK,1500.0,2.0,63.0,3
Old Madras Road,3 BHK,1350.0,3.0,47.25,3
Gottigere,3 BHK,1230.0,2.0,52.0,3
Haralur Road,3 BHK,1520.0,2.0,85.0,3
Kanakpura Road,1 BHK,525.0,1.0,26.25,1
Hosa Road,2 BHK,1040.0,2.0,61.0,2
Old Airport Road,4 BHK,2690.0,4.0,201.0,4
Domlur,1 BHK,780.0,1.0,70.0,1
Panathur,2 BHK,1140.0,2.0,51.2,2
Chandapura,3 BHK,1225.0,3.0,33.08,3
Nagavarapalya,1 BHK,646.0,1.0,25.84,1
Kadugodi,3 BHK,1890.0,4.0,125.0,3
Whitefield,3 BHK,1458.0,2.0,62.0,3
Balagere,2 BHK,1007.0,2.0,67.0,2
Doddathoguru,2 BHK,1105.0,2.0,50.0,2
Lakshminarayana Pura,3 BHK,1700.0,3.0,150.0,3
Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2
Chandapura,2 BHK,1080.0,2.0,45.0,2
Kaggalipura,3 BHK,1150.0,2.0,62.0,3
Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2
Kudlu Gate,3 BHK,1656.0,3.0,75.0,3
KR Puram,2 BHK,1040.0,2.0,50.0,2
Hosur Road,2 BHK,1085.0,2.0,33.7,2
Kallumantapa,2 BHK,1050.0,2.0,55.0,2
Iblur Village,3 BHK,1920.0,3.0,150.0,3
Mysore Road,2 BHK,947.55,2.0,80.0,2
Malleshpalya,2 BHK,1421.0,2.0,90.0,2
Old Madras Road,3 BHK,1425.0,2.0,74.31,3
Budigere,2 BHK,1162.0,2.0,58.0,2
Whitefield,1 BHK,905.0,1.0,60.0,1
Sarjapur  Road,2 BHK,914.0,2.0,32.0,2
Hormavu,4 Bedroom,3500.0,4.0,289.0,4
Whitefield,3 BHK,1537.0,2.0,70.0,3
Malleshwaram,3 BHK,2250.0,3.0,200.0,3
Hosur Road,4 Bedroom,2000.0,4.0,69.0,4
Anjanapura,2 BHK,950.0,2.0,32.0,2
Yelahanka,3 BHK,1282.0,2.0,48.72,3
Jakkur,3 BHK,1220.0,2.0,49.0,3
Budigere,3 BHK,1636.0,3.0,85.0,3
7th Phase JP Nagar,3 BHK,1415.0,3.0,65.0,3
Green Glen Layout,3 BHK,1728.0,3.0,125.0,3
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3
Venkatapura,2 BHK,1235.0,2.0,140.0,2
Kasavanhalli,2 BHK,1495.0,2.0,83.0,2
Yeshwanthpur,3 BHK,2501.0,3.0,138.0,3
Kanakpura Road,1 BHK,381.0,1.0,28.0,1
Gopalapura,4 BHK,3301.8,5.0,570.0,4
Hennur Road,3 BHK,2002.0,3.0,120.0,3
Meenakunte,3 Bedroom,3200.0,3.0,260.0,3
Basavanna Nagar,3 BHK,1450.0,3.0,90.0,3
Electronic City,2 BHK,1039.0,2.0,50.0,2
Old Madras Road,2 BHK,1210.0,2.0,80.0,2
Attibele,2 BHK,995.0,1.0,24.88,2
Yelahanka,3 BHK,1620.0,3.0,90.0,3
Choodasandra,3 Bedroom,3204.0,4.0,395.0,3
Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3
Marathahalli,2 BHK,1314.0,2.0,55.0,2
Bisuvanahalli,2 BHK,945.0,2.0,33.0,2
Nehru Nagar,3 BHK,1374.0,3.0,72.0,3
Kanakpura Road,3 BHK,1603.0,3.0,113.0,3
Kengeri,3 BHK,1230.0,2.0,52.0,3
Sarjapur  Road,4 BHK,1864.0,3.0,105.0,4
Hosa Road,3 Bedroom,2500.0,3.0,100.0,3
Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,54.0,3
Whitefield,2 BHK,1186.0,2.0,55.0,2
Electronic City,2 BHK,770.0,1.0,39.9,2
Varthur,2 BHK,1085.0,2.0,45.0,2
Dairy Circle,4 BHK,3754.0,6.0,480.0,4
Dodsworth Layout,3 BHK,1893.0,3.0,115.0,3
Kundalahalli,3 BHK,1496.0,2.0,78.0,3
Chandapura,3 BHK,1305.0,3.0,33.28,3
Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3
Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2
Hebbal,3 BHK,1860.0,3.0,95.0,3
Haralur Road,2 BHK,1243.0,2.0,45.0,2
Brookefield,2 BHK,1200.0,2.0,75.0,2
Sarjapur,2 BHK,1044.0,2.0,32.0,2
7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2
Subramanyapura,3 BHK,1278.0,2.0,59.0,3
Belatur,2 BHK,1250.0,2.0,43.0,2
Sarjapur  Road,3 BHK,1157.0,2.0,57.84,3
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2
Kalena Agrahara,3 BHK,1450.0,3.0,100.0,3
Old Madras Road,3 BHK,1859.0,3.0,121.0,3
Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2
Attibele,2 BHK,900.0,1.0,25.0,2
Ramamurthy Nagar,3 BHK,1305.0,3.0,60.0,3
Thanisandra,1 BHK,784.0,1.0,35.285,1
Sarjapur  Road,2 BHK,1150.0,2.0,36.8,2
Whitefield,3 BHK,1806.0,3.0,85.0,3
Kudlu,2 BHK,1027.0,2.0,42.0,2
Uttarahalli,2 BHK,1002.0,2.0,40.08,2
Electronic City Phase II,3 BHK,1220.0,2.0,36.21,3
Whitefield,2 BHK,1109.0,2.0,35.22,2
Uttarahalli,2 BHK,1002.0,2.0,40.08,2
Narayanapura,2 BHK,1308.0,2.0,89.04,2
Hennur Road,2 BHK,1232.0,2.0,69.6,2
Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2
Akshaya Nagar,3 BHK,1434.0,3.0,84.0,3
Doddathoguru,2 BHK,925.0,2.0,30.0,2
Jakkur,3 BHK,1858.0,3.0,123.0,3
Jakkuru Layout,2 BHK,1205.0,2.0,70.0,2
Nelamangala,3 Bedroom,1500.0,3.0,90.0,3
Thanisandra,2 BHK,965.0,2.0,56.0,2
Battarahalli,2 BHK,1636.0,2.0,82.89,2
Kundalahalli,3 BHK,1724.0,3.0,125.0,3
Whitefield,2 BHK,1216.0,2.0,67.0,2
Yelahanka,1 BHK,654.0,1.0,36.25,1
Budigere,3 BHK,1636.0,3.0,92.0,3
Hennur Road,2 BHK,1195.0,2.0,73.0,2
Nagavara,3 BHK,2400.0,3.0,251.0,3
Thanisandra,3 BHK,1546.0,3.0,95.0,3
Sarjapur  Road,4 Bedroom,3385.5,6.0,142.0,4
Indira Nagar,2 BHK,1475.0,2.0,171.0,2
JP Nagar,4 BHK,3000.0,3.0,150.0,4
Balagere,2 BHK,1007.0,2.0,66.0,2
Kada Agrahara,3 BHK,909.0,2.0,43.0,3
Dodsworth Layout,2 BHK,1400.0,2.0,85.0,2
Whitefield,2 BHK,1150.0,2.0,55.0,2
Old Madras Road,3 BHK,2990.0,5.0,173.0,3
Bellandur,2 BHK,1310.0,2.0,85.0,2
Hosur Road,3 BHK,1590.0,2.0,126.0,3
Green Glen Layout,3 BHK,1645.0,3.0,110.0,3
Thanisandra,3 BHK,1795.0,3.0,150.0,3
Thanisandra,1 BHK,777.0,1.0,38.535,1
Kalkere,2 BHK,925.0,2.0,70.0,2
Konanakunte,4 Bedroom,3746.0,6.0,375.0,4
Thanisandra,3 BHK,1430.0,2.0,54.0,3
Bommanahalli,2 BHK,1020.0,2.0,55.0,2
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2
Hebbal,4 BHK,2470.0,4.0,203.0,4
Maruthi Nagar,2 BHK,850.0,1.0,35.5,2
Thanisandra,3 BHK,1697.0,3.0,110.0,3
Gottigere,2 BHK,1120.0,2.0,50.0,2
Thanisandra,3 BHK,1492.0,3.0,88.0,3
Devanahalli,3 BHK,1498.0,3.0,79.15,3
Bellari Road,4 BHK,3500.0,2.0,350.0,4
Kundalahalli,2 BHK,1010.0,2.0,48.27,2
Hennur,2 BHK,1255.0,2.0,53.5,2
Channasandra,2 BHK,1050.0,2.0,35.0,2
Hegde Nagar,3 BHK,1847.0,3.0,125.0,3
Hegde Nagar,3 BHK,2144.6,4.0,145.0,3
Kengeri,2 BHK,750.0,2.0,36.5,2
Electronic City,2 BHK,919.0,2.0,35.0,2
Budigere,2 BHK,1087.0,2.0,54.3,2
Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,74.0,3
Jigani,3 BHK,1221.0,3.0,65.0,3
Thanisandra,3 BHK,2072.0,3.0,122.0,3
Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3
Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2
Hennur Road,2 BHK,1061.0,2.0,54.92,2
Marathahalli,2 BHK,1250.0,2.0,68.0,2
Hennur Road,3 BHK,1585.0,2.0,80.0,3
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3
Kammasandra,2 BHK,1015.0,2.0,37.0,2
Begur Road,4 BHK,2464.5,6.0,118.0,4
Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2
Kasavanhalli,4 BHK,4000.0,4.0,325.0,4
Hebbal,4 BHK,3900.0,4.0,410.0,4
Old Madras Road,2 BHK,1300.0,2.0,100.0,2
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2
Punappa Layout,3 BHK,1310.0,2.0,55.0,3
Thigalarapalya,3 BHK,2072.0,4.0,152.0,3
Kaggadasapura,2 BHK,1240.0,2.0,58.58,2
Budigere,3 BHK,1820.0,3.0,89.0,3
GM Palaya,3 BHK,1315.0,3.0,65.0,3
Kenchenahalli,3 BHK,1410.0,2.0,73.0,3
Dasarahalli,2 BHK,1375.0,2.0,60.0,2
Old Madras Road,2 BHK,1299.0,2.0,95.0,2
Pampa Extension,2 BHK,993.0,2.0,45.5,2
Hebbal,3 BHK,1255.0,2.0,95.0,3
Hoodi,3 BHK,1655.0,3.0,131.0,3
Whitefield,4 BHK,2830.0,5.0,190.0,4
Begur Road,3 BHK,1634.0,3.0,111.0,3
Gottigere,3 BHK,1500.0,3.0,63.0,3
Hegde Nagar,4 Bedroom,3750.0,6.0,375.0,4
Whitefield,2 BHK,1295.0,2.0,78.5,2
Sarjapur  Road,2 BHK,1320.0,2.0,100.0,2
Whitefield,1 BHK,840.0,1.0,57.6,1
Whitefield,1 BHK,640.0,1.0,19.83,1
Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,71.38,3
Babusapalaya,2 BHK,1305.0,2.0,70.0,2
Kodichikkanahalli,1 BHK,450.0,1.0,18.0,1
CV Raman Nagar,1 BHK,705.0,1.0,57.0,1
Battarahalli,3 BHK,1779.0,3.0,90.0,3
Whitefield,4 Bedroom,10200.0,4.0,1250.0,4
Banaswadi,2 BHK,870.0,2.0,38.0,2
Thanisandra,3 BHK,1595.0,3.0,120.0,3
Kanakpura Road,1 BHK,525.0,1.0,26.0,1
Iblur Village,3 BHK,2000.0,4.0,138.0,3
Yelahanka,3 BHK,1614.0,3.0,93.0,3
Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3
Sonnenahalli,3 BHK,1610.0,3.0,80.48,3
Kallumantapa,2 BHK,1050.0,2.0,50.0,2
Vaishnavi Layout,4 Bedroom,4800.0,5.0,420.0,4
7th Phase JP Nagar,3 BHK,1460.0,2.0,97.0,3
Suraksha Nagar,3 BHK,1569.0,3.0,70.0,3
Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1
Marathahalli,2 BHK,1350.0,2.0,90.0,2
BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3
Whitefield,2 BHK,1109.0,2.0,35.47,2
Vasanth nagar,4 BHK,2000.0,3.0,1063.0,4
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2
Prithvi Layout,3 Bedroom,2273.0,4.0,192.0,3
Kasavanhalli,3 BHK,1225.0,2.0,69.0,3
Whitefield,4 Bedroom,5200.0,5.0,242.0,4
Sarjapur  Road,3 BHK,1984.0,4.0,145.0,3
Old Madras Road,3 BHK,2425.0,3.0,197.0,3
Bommasandra,2 BHK,1127.0,2.0,45.0,2
Kaggadasapura,2 BHK,1000.0,2.0,43.0,2
Hormavu,2 BHK,1350.0,2.0,45.0,2
Sahakara Nagar,2 BHK,1175.0,2.0,49.0,2
Sanne Amanikere,1 BHK,655.0,1.0,27.0,1
Hosa Road,3 BHK,1311.0,2.0,84.86,3
CV Raman Nagar,2 BHK,1000.0,2.0,38.5,2
Kanakpura Road,3 BHK,1050.0,2.0,59.0,3
Varthur,3 BHK,1520.0,2.0,61.0,3
Hebbal,2 BHK,1333.0,2.0,104.0,2
Tunganagara,1 BHK,600.0,1.0,18.0,1
Abbigere,3 BHK,1326.0,2.0,34.8,3
Koramangala,2 BHK,1370.0,2.0,125.0,2
Koramangala,2 BHK,1100.0,2.0,85.0,2
Billekahalli,2 BHK,950.0,2.0,58.11,2
Kalena Agrahara,3 BHK,1804.0,3.0,175.0,3
Hoodi,2 BHK,1257.0,2.0,68.5,2
Sarjapur,1 BHK,650.0,1.0,19.87,1
Whitefield,3 BHK,1850.0,3.0,150.0,3
Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3
Jalahalli,3 BHK,1310.0,2.0,60.0,3
Vittal Nagar,2 BHK,1000.0,2.0,45.0,2
Sahakara Nagar,3 BHK,1370.0,2.0,90.0,3
Bellandur,2 BHK,1465.0,3.0,90.0,2
Electronic City,2 BHK,1128.0,2.0,64.0,2
Padmanabhanagar,3 BHK,1250.0,2.0,70.0,3
Hebbal,3 BHK,1645.0,3.0,117.0,3
Hebbal,3 BHK,2600.0,3.0,199.0,3
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2
R.T. Nagar,3 BHK,1400.0,2.0,78.0,3
Bisuvanahalli,2 BHK,845.0,2.0,30.0,2
Sarjapur,4 Bedroom,3854.5,6.0,385.5,4
Panathur,2 BHK,1199.0,2.0,85.0,2
Gunjur,2 BHK,1175.0,2.0,43.48,2
Bellandur,3 BHK,1767.0,3.0,109.0,3
Sarjapur  Road,4 BHK,1800.0,3.0,90.0,4
Talaghattapura,3 BHK,1856.0,3.0,135.0,3
Rajaji Nagar,3 BHK,1613.0,3.0,150.0,3
Kasavanhalli,2 BHK,1375.0,2.0,78.0,2
Bagalur,2 BHK,985.0,2.0,57.0,2
Electronic City,1 BHK,605.0,1.0,13.31,1
Marathahalli,2 BHK,1200.0,2.0,53.0,2
Hulimavu,2 BHK,1000.0,2.0,45.0,2
Electronic City,3 BHK,1159.0,2.0,38.0,3
BTM Layout,3 BHK,1540.0,2.0,78.0,3
Ambedkar Nagar,3 BHK,1850.0,4.0,120.0,3
Uttarahalli,3 BHK,1580.0,3.0,60.0,3
Mico Layout,2 BHK,1190.0,2.0,39.25,2
Thanisandra,3 BHK,1880.0,3.0,120.0,3
Padmanabhanagar,2 BHK,1150.0,2.0,45.0,2
Karuna Nagar,3 Bedroom,1962.0,3.0,175.0,3
Attibele,2 BHK,1174.0,2.0,29.35,2
Bannerghatta Road,3 BHK,1894.0,3.0,115.0,3
Sector 7 HSR Layout,3 BHK,1760.0,3.0,142.0,3
Kothanur,3 BHK,1790.0,3.0,97.0,3
Kengeri,4 Bedroom,2540.0,4.0,160.0,4
Mahadevpura,2 BHK,1137.0,2.0,53.4,2
Mysore Road,3 BHK,1568.0,2.0,100.0,3
Devanahalli,4 Bedroom,4920.0,4.0,393.5,4
AECS Layout,2 BHK,1308.0,2.0,60.0,2
Bisuvanahalli,3 BHK,1200.0,2.0,41.0,3
Electronic City,1 BHK,530.0,1.0,13.5,1
Thigalarapalya,3 BHK,2072.0,4.0,160.0,3
Talaghattapura,3 BHK,2273.0,3.0,159.0,3
Thanisandra,1 BHK,760.0,1.0,50.0,1
Thigalarapalya,3 BHK,2072.0,4.0,155.0,3
Sarjapur  Road,3 BHK,1550.0,2.0,89.0,3
Ramagondanahalli,2 BHK,1251.0,2.0,50.0,2
Electronic City,2 BHK,1070.0,2.0,53.0,2
CV Raman Nagar,3 BHK,1435.0,2.0,60.0,3
Bommasandra,3 BHK,1400.0,2.0,45.0,3
Judicial Layout,4 BHK,2330.0,3.0,94.71,4
Thanisandra,2 BHK,1200.0,2.0,60.0,2
Bannerghatta Road,3 BHK,1655.0,2.0,62.89,3
Electronics City Phase 1,2 BHK,1175.0,2.0,50.0,2
Uttarahalli,2 BHK,1155.0,2.0,40.43,2
Magadi Road,3 Bedroom,1200.0,3.0,98.0,3
Budigere,2 BHK,1149.0,2.0,65.0,2
Choodasandra,4 Bedroom,3200.0,4.0,375.0,4
Hegde Nagar,3 BHK,1718.0,3.0,119.0,3
Banashankari,2 BHK,1330.0,2.0,77.0,2
Hormavu,2 BHK,1200.0,2.0,68.0,2
Bannerghatta Road,3 BHK,1693.0,3.0,89.0,3
Koramangala,2 BHK,1249.0,2.0,165.0,2
Thanisandra,3 BHK,1800.0,4.0,125.0,3
NGR Layout,2 BHK,1020.0,2.0,46.0,2
Bannerghatta Road,2 BHK,1280.0,2.0,60.16,2
Thanisandra,1 BHK,933.0,2.0,58.0,1
Sarjapur  Road,2 BHK,1150.0,2.0,44.0,2
Benson Town,4 BHK,3633.0,6.0,550.0,4
Rajaji Nagar,3 BHK,1380.0,3.0,130.0,3
Harlur,2 BHK,1303.0,2.0,90.0,2
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
Akshaya Nagar,3 BHK,1419.0,2.0,87.0,3
Banashankari,2 BHK,1200.0,2.0,49.0,2
Electronics City Phase 1,1 BHK,762.5,1.0,45.4,1
Electronics City Phase 1,2 BHK,1245.0,2.0,75.0,2
Palanahalli,4 Bedroom,3978.0,4.0,428.0,4
Channasandra,2 BHK,1093.0,2.0,34.0,2
Hebbal,2 BHK,1345.0,2.0,97.0,2
Vijayanagar,2 BHK,1180.0,2.0,86.0,2
NGR Layout,2 BHK,1020.0,2.0,48.45,2
Konanakunte,4 BHK,3621.0,4.0,511.0,4
CV Raman Nagar,2 BHK,1020.0,2.0,55.0,2
2nd Stage Arekere Mico Layout,3 BHK,2095.0,3.0,142.0,3
Gunjur,3 BHK,1362.0,3.0,62.63,3
Yelahanka,1 BHK,694.0,1.0,30.84,1
Vittasandra,2 BHK,1404.0,2.0,70.0,2
Rachenahalli,2 BHK,985.0,2.0,49.97,2
Indira Nagar,1 BHK,850.0,1.0,60.0,1
Ambedkar Nagar,2 BHK,1367.0,2.0,86.0,2
Rajaji Nagar,3 BHK,1210.0,2.0,81.0,3
Whitefield,2 BHK,1140.0,2.0,40.0,2
Hoskote,2 BHK,1095.0,2.0,33.6,2
Attibele,1 BHK,782.0,1.0,19.55,1
Gubbalala,3 BHK,1435.0,2.0,80.0,3
Choodasandra,2 BHK,725.0,2.0,36.0,2
BCMC Layout,3 BHK,1600.0,2.0,88.0,3
Hosakerehalli,4 BHK,3205.0,4.0,300.0,4
Haralur Road,2 BHK,1243.0,2.0,46.0,2
Kanakpura Road,3 BHK,1703.0,3.0,130.0,3
Horamavu Agara,2 BHK,1145.0,2.0,41.21,2
Whitefield,2 BHK,1216.0,2.0,75.0,2
7th Phase JP Nagar,2 BHK,1100.0,3.0,60.0,2
Sarjapur  Road,4 BHK,2425.0,5.0,201.0,4
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
Kanakpura Road,3 BHK,1600.0,3.0,90.0,3
Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3
Hosakerehalli,4 BHK,3033.0,4.0,326.0,4
Raja Rajeshwari Nagar,3 BHK,1630.0,3.0,60.65,3
Hosakerehalli,3 BHK,1410.0,2.0,53.58,3
Bhoganhalli,2 BHK,1181.7,2.0,100.0,2
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3
Kathriguppe,3 BHK,1300.0,3.0,77.99,3
Whitefield,2 BHK,1356.0,2.0,94.84,2
Whitefield,2 BHK,1338.0,2.0,103.0,2
Vasantha Vallabha Nagar,3 BHK,1280.0,2.0,100.0,3
Raja Rajeshwari Nagar,3 BHK,1531.0,3.0,51.77,3
8th Phase JP Nagar,3 BHK,1605.0,2.0,65.0,3
Thanisandra,3 BHK,1917.0,3.0,110.0,3
Sarjapur  Road,3 BHK,1400.0,3.0,55.0,3
Thubarahalli,3 BHK,2625.0,3.0,175.0,3
Hennur Road,3 BHK,2041.0,3.0,128.0,3
Sarjapur  Road,3 BHK,2070.0,4.0,160.0,3
Hebbal,3 BHK,1110.0,3.0,59.0,3
Uday Nagar,3 BHK,1650.0,3.0,110.0,3
Ambedkar Nagar,4 Bedroom,3565.0,4.0,255.0,4
HSR Layout,2 BHK,1142.0,2.0,65.0,2
Electronic City Phase II,3 BHK,1502.0,3.0,50.0,3
Shree Ananth Nagar Layout,3 BHK,1176.0,2.0,45.0,3
Sarjapur  Road,3 Bedroom,5400.0,3.0,700.0,3
Suddaguntepalya,3 BHK,1425.0,3.0,55.0,3
Hosur Road,2 BHK,1345.0,2.0,108.0,2
Chaitanya Ananya,4 Bedroom,1830.0,4.0,325.0,4
Raja Rajeshwari Nagar,2 BHK,1160.0,2.0,70.0,2
Gattahalli,3 Bedroom,2000.0,2.0,95.0,3
Uttarahalli,2 BHK,1125.0,2.0,47.65,2
Old Madras Road,4 Bedroom,3900.0,4.0,175.0,4
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,38.37,2
Arekere,2 BHK,1240.0,2.0,60.0,2
Devanahalli,3 BHK,1466.0,3.0,77.59,3
Outer Ring Road East,4 BHK,3870.0,4.0,411.0,4
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3
Kaggadasapura,2 BHK,1225.0,2.0,48.0,2
Akshaya Nagar,2 BHK,1300.0,2.0,54.0,2
Thanisandra,3 BHK,1996.0,4.0,123.0,3
Rajaji Nagar,3 BHK,1800.0,3.0,240.0,3
Sarjapur  Road,3 BHK,1435.0,3.0,90.0,3
Rayasandra,3 BHK,1601.0,3.0,70.0,3
Kadubeesanahalli,2 BHK,1257.0,2.0,93.0,2
Iblur Village,4 BHK,3596.0,5.0,260.0,4
Kasavanhalli,2 BHK,1309.0,2.0,95.0,2
Whitefield,2 BHK,1115.0,2.0,55.0,2
Whitefield,3 BHK,1870.0,3.0,90.0,3
Banashankari,2 BHK,1185.0,2.0,67.0,2
7th Phase JP Nagar,3 BHK,1790.0,3.0,120.0,3
Whitefield,3 Bedroom,3450.0,4.0,208.0,3
Budigere,1 BHK,693.0,1.0,27.375,1
Sarjapur  Road,4 Bedroom,5400.0,4.0,750.0,4
Hoodi,2 BHK,1000.0,2.0,48.0,2
Thanisandra,2 BHK,1183.0,2.0,77.25,2
Binny Pete,3 BHK,1282.0,3.0,178.0,3
Hebbal,2 BHK,1200.0,2.0,52.0,2
Ramagondanahalli,2 BHK,1151.0,2.0,43.6,2
Hulimavu,3 BHK,1320.0,2.0,59.0,3
Hegde Nagar,3 BHK,1847.0,3.0,123.0,3
Devanahalli,1 BHK,1020.0,2.0,49.87,1
Begur Road,2 BHK,1160.0,2.0,44.0,2
Haralur Road,4 BHK,2805.0,4.0,154.0,4
Mysore Road,3 BHK,1360.0,3.0,47.6,3
Brookefield,2 BHK,1089.0,2.0,49.0,2
Yelahanka,2 BHK,1115.0,2.0,60.0,2
Kannamangala,3 BHK,1536.0,3.0,104.0,3
Electronic City,3 BHK,1571.0,3.0,83.0,3
Keshava Nagar,2 BHK,1517.0,2.0,125.0,2
Budigere,1 BHK,664.0,1.0,35.4,1
 Devarachikkanahalli,2 BHK,1230.0,2.0,58.0,2
Hegde Nagar,2 BHK,1340.0,2.0,72.0,2
Attibele,2 BHK,1175.0,2.0,29.38,2
Electronic City,3 BHK,1470.0,2.0,44.1,3
7th Phase JP Nagar,3 BHK,1680.0,3.0,117.0,3
Gunjur,2 BHK,1071.0,2.0,51.0,2
Frazer Town,4 BHK,3435.0,2.0,341.0,4
Kalyan nagar,2 BHK,1190.0,2.0,60.0,2
Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3
Kanakpura Road,2 BHK,1283.0,2.0,63.22,2
Mallasandra,2 BHK,1325.0,2.0,73.0,2
Whitefield,2 BHK,1105.0,2.0,35.36,2
Banaswadi,3 BHK,1600.0,3.0,74.5,3
Talaghattapura,3 BHK,2099.0,3.0,147.0,3
Yelachenahalli,3 BHK,1365.0,2.0,72.0,3
Hebbal Kempapura,2 BHK,1485.0,3.0,132.0,2
Hosur Road,2 BHK,1250.0,2.0,55.0,2
Kanakpura Road,2 BHK,1328.0,2.0,91.06,2
Hennur Road,2 BHK,1232.0,2.0,87.0,2
Electronic City,3 BHK,1350.0,3.0,66.0,3
Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2
Begur Road,3 BHK,1410.0,2.0,49.34,3
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3
Hennur,2 BHK,1255.0,2.0,57.5,2
Whitefield,2 BHK,1074.0,2.0,42.79,2
Suragajakkanahalli,3 Bedroom,1200.0,3.0,72.0,3
Sarjapur,3 BHK,1170.0,2.0,35.41,3
Tumkur Road,1 BHK,728.5,1.0,31.315,1
Mahadevpura,3 BHK,1601.0,3.0,95.0,3
Venkatapura,3 BHK,2700.0,2.0,260.0,3
Electronic City Phase II,4 Bedroom,1900.0,3.0,97.0,4
Haralur Road,3 BHK,1520.0,2.0,96.0,3
Bharathi Nagar,2 BHK,1432.0,2.0,68.0,2
Dairy Circle,3 BHK,2251.0,4.0,370.0,3
7th Phase JP Nagar,2 BHK,1050.0,2.0,77.0,2
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3
Begur Road,3 BHK,1565.0,2.0,56.34,3
Electronic City,3 BHK,1652.0,3.0,110.0,3
Rajiv Nagar,4 BHK,2340.0,4.0,145.0,4
Koramangala,2 BHK,1084.0,2.0,179.0,2
Kacharakanahalli,3 BHK,1400.0,3.0,69.0,3
Electronic City Phase II,2 BHK,1020.0,2.0,27.43,2
Whitefield,2 BHK,1267.0,2.0,90.33,2
Bhoganhalli,4 BHK,2439.0,4.0,185.0,4
Whitefield,4 Bedroom,5000.0,5.0,550.0,4
Kalyan nagar,2 BHK,1086.0,2.0,44.5,2
Kengeri,1 BHK,416.0,1.0,18.0,1
Hennur Road,2 BHK,1066.0,2.0,52.23,2
OMBR Layout,3 BHK,1730.0,3.0,93.0,3
Balagere,2 BHK,1205.0,2.0,63.86,2
Marathahalli,4 BHK,2500.0,5.0,175.0,4
Subramanyapura,2 BHK,960.0,2.0,55.0,2
Haralur Road,3 BHK,1510.0,3.0,83.05,3
Old Madras Road,3 Bedroom,2300.0,3.0,142.0,3
Tigalarpalya,3 BHK,1998.0,3.0,117.0,3
Sarjapur  Road,2 BHK,1262.0,2.0,67.0,2
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
Balagere,2 BHK,1012.0,2.0,53.58,2
Kadugodi,2 BHK,1394.0,2.0,56.0,2
Amruthahalli,3 BHK,1450.0,2.0,85.0,3
 Banaswadi,1 RK,527.0,1.0,35.0,1
Sarjapur  Road,3 BHK,1693.0,3.0,125.0,3
Thigalarapalya,4 BHK,3122.0,6.0,235.0,4
